,sample_number,sample_name,aspect_ratio,circularity,type_ianetta,type_shull,length,width,preimeter,area,state,climate_region,id,id2,city_county_state,latitude,longitude,elevation,month,day,year,precp_in,max_temp_C,min_temp_C,avg_temp_C,avg_tmax_six_months_prior,avg_tmin_six_months_prior,avgtemp_6monthsprior,avg_tmax_previous_.year,avg_tmin_previous_.year,tavg_previous_.year,avg_tmax_.year_DOC,avg_tmin_.year_DOC,tavg_.year_DOC,avgprecp_6monthsprior,avg_precp_previous_year,avg_precp_year_DOC
154,65,CBP_1_HAR_OHIO,3.244180912,0.29614811,Type3,rhomboidea,3.28,1.13,9.89,9.86,OH,Ohio_Valley,,,Ohio,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
155,521,CBP_9_BRIT_Tex,2.61241085,0.295255197,Type3,rhomboidea,4.01,1.45,14.1,13.57,TX,South,Dallas,Dallas6,"Dallas, Texas",32.78,-96.81,128,April ,12,1944,0,21.4,5,13.2,16.58,4.71,10.65,24.59,12.6,18.59,24.51,12.92,18.71,0.0225,0.0208,0.028
156,6,CBP_1_ARIZ_ARIZ,4.275656306,0.294659394,Type3,rhomboidea,3.92,0.7,10.43,10.12,AZ,Southwest,tucson,tucson1,Santa Cruz County_Arizona_Tuscon,31.7,-110.85,2524,April,4,2018,0,26.99,7.94,17.47,20.9,4.86,12.88,26.94,10.56,18.75,25.94,9.84,17.89,0.0591,0.0789,0.1252
157,448,CBP_5_ULA_WIS,3.402216556,0.29447348,Type3,rhomboidea,4.19,0.84,11.75,11.53,WI,Upper_Midwest,riverfalls,riverfalls,"River Falls, Pierce County, Wisconsin",44.85,-92.62,84,May,5,1972,0.1,16.15,3.05,9.6,-0.83,-10.86,-5.85,-0.83,-10.86,-5.85,-0.83,-10.86,-5.85,0.0094,0.0094,0.0094
158,55,CBP_1_GVSC_MICH,3.168122818,0.293121365,Type1a2,rhomboidea,3.21,1.08,8.39,8.34,MI,Upper_Midwest,Hudsonville,Hudsonville2,"Hudsonville, Ottowa County, Michigan",42.98,-85.89,969,May,17,1967,0,18.34,6.58,12.46,5.53,-3.67,0.93,14.82,4.06,9.44,13.47,3.38,8.42,0.0236,0.0271,0.0267
159,88,CBP_1_MSU_MICH,4.03392857,0.291309629,Type3,rhomboidea,8.06,1.84,20.94,20.76,MI,Upper_Midwest,Williamston,Williamston,"Williamston, Ingham County, Michigan",42.69,-84.28,272,September,26,2021,0.147,19.5,7.91,13.71,23.88,11.66,17.77,15.03,3.96,9.49,15.44,4.53,9.99,0.0396,0.0292,0.0313
160,47,CBP_1_FSU_INDI,2.205714369,0.291009842,Type1a2,rhomboidea,1.58,0.67,5.42,5.25,IN,Ohio_Valley,monroecounty,monroecounty,"Monroe County, Indiana",#N/A,-86.52,303,April,27,1960,#N/A,#N/A,#N/A,#N/A,8.39,-1.9,3.25,18.74,7.02,12.88,18.05,5.76,11.91,0.0192,0.0256,0.0243
161,218,CBP_16_SAT_Tex,3.551684913,0.290792612,Type3,rhomboidea,9.34,1.79,17.72,17.37,TX,South,Brady,Brady1,"Brady, Texas",31.14,-99.33,505,February ,8,2016,0,17.8,-0.57,8.62,23.41,9.03,16.22,26.19,12.71,19.45,26.15,13.17,19.66,0.0209,0.0264,0.0274
162,233,CBP_2_ACU_Tex,2.584439628,0.289871881,Type3,rhomboidea,2.43,0.66,5.02,4.99,TX,South,Abilene,Abilene3,"Abilene, Texas",32.45,-99.73,524,March,3,1970,0,16.9,3.1,10,28.15,14.83,21.49,24.46,11.68,18.07,24.53,11.64,18.09,0.0192,0.018,0.0175
163,459,CBP_6_CSCN_IDA,4.207202403,0.289604875,Type1a2,rhomboidea,5.04,1.07,12.36,12.24,NE,Northern_Rockies_and_Plains,albin,albin,Banner County_Nebraska_Albin,41.42,-104.02,540,June,3,1977,0,32.75,12.5,22.63,11.61,-3.7,3.95,16.87,0.08,8.48,16.94,0.96,8.95,0.0135,0.0092,0.0102
164,222,CBP_17_MICH_MICH,3.42484867,0.286769547,Type3,rhomboidea,4.28,1.27,11.44,11.37,MI,Upper_Midwest,Otsego,Otsego,"Otsego, Allegan County, Michigan",42.46,-85.73,969,June,11,2017,0,31.75,18.25,25,11.81,1.48,6.65,16.39,5.79,11.09,15.75,4.95,10.35,0.0293,0.033,0.0342
165,362,CBP_33_WIS_WIS,3.532657927,0.286039238,Type3,rhomboidea,6.68,1.95,17.95,17.58,WI,Upper_Midwest,utica,utica,"Utica, Winnebago County, Wisconsin",43.96,-88.65,347,June,20,1956,0.242,31.1,19.24,25.17,8.44,-3.34,2.55,8.44,-3.34,2.55,8.44,-3.34,2.55,0.0181,0.0181,0.0181
166,304,CBP_23_WIS_WIS,3.78740866,0.285255804,Type3,rhomboidea,8.4,1.6,24.6,23.9,WI,Upper_Midwest,saukcity,saukcity1,"Sauk City, Sauk County, Wisconsin",43.2,-89.95,969,May,19,1960,1.277,19.1,13.38,16.24,3.67,-6.4,-1.36,3.67,-6.4,-1.36,3.67,-6.4,-1.36,0.0188,0.0188,0.0188
167,394,CBP_4_NY_IDA,2.225513552,0.284471494,Type6,rhomboidea,6.39,1.91,22.14,21.8,NE,Northern_Rockies_and_Plains,,,Lancaster County_Nebraska_Sprague,40.62,-96.75,390,,24,1978,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
168,464,CBP_6_HARV_VIR,3.269813915,0.282549217,Type3,rhomboidea,2.95,0.79,7.74,7.53,VI,Southeast,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
169,44,CBP_1_FMNH_ILL,4.184041971,0.28217431,Type1a1,rhomboidea,4.6,0.86,12.92,12.7,IL,Ohio_Valley,parkridge,parkridge,"Park Ridge , Cook County, Illinois",42.02,-87.86,192,May,15,1907,#N/A,#N/A,#N/A,#N/A,5.92,-2.99,1.46,14.67,5.39,10.03,13.85,4.62,9.24,0.0213,0.0243,0.0247
170,20,CBP_1_CHRB_OHIO,2.084294839,0.280198398,Type6,rhomboidea,3.52,1.66,13.36,13.09,OH,Ohio_Valley,,,"Oberlin, Lorain County, Ohio",41.29,-82.22,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
171,261,CBP_2_HAR_FLOR,4.863184458,0.27954277,Type6,rhomboidea,6.78,1.06,16.17,15.72,FL,Southeast,,,,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
172,67,CBP_1_HAR_UTAH,3.641381878,0.278932795,Type1a2,rhomboidea,6.79,1.42,18.26,17.53,UT,Southwest,millcreek,millcreek,"Millcreek, Salt Lake County, Utah",40.68,-111.86,1337.6,April,13,1967,0.773,12.7,2.14,7.42,7.41,-4.21,1.6,16.74,1.99,9.37,16.47,2.04,9.26,0.0158,0.0118,0.0142
173,173,CBP_11_JMUH_VIR,3.479883326,0.278477656,Type3,rhomboidea,2.17,0.51,6.18,6.12,VI,Southeast,harrisonburg,harrisonburg9,"Harrisonburg, Rockingham County, Virginia",38.43,-78.87,301,April,7,1976,0,16.8,0.45,8.63,10.65,-2.23,4.21,17.91,5.21,11.56,17.13,3.59,10.36,0.0184,0.0296,0.0279
174,492,CBP_7_MICH_MICH,5.582839306,0.277543433,Type3,rhomboidea,7.14,2.23,26.74,26.67,MI,Upper_Midwest,Ann Arbor,Ann Arbor,"Ann Arbor, Washtenaw County, Michigan",42.28,-83.74,230,May,7,1861,#N/A,#N/A,#N/A,#N/A,6.31,-3.18,1.56,10.8,1.79,6.3,#N/A,#N/A,#N/A,0.0231,0.0165,#N/A
175,322,CBP_3_EIU_ILL,3.398546407,0.27730031,Type6,rhomboidea,10.17,2.48,27.5,27.23,IL,Ohio_Valley,champaign,champaign,"Champaign, Champaign County, Illinois",40.12,-88.24,233,May,15,1966,0.007,18.18,5.28,11.73,8.61,-2.03,3.29,17.26,5.51,11.39,17,4.88,10.94,0.0183,0.0254,0.0237
176,460,CBP_6_DES_ARIZ,4.716214833,0.27719237,Type3,rhomboidea,2.74,0.43,6.52,6.38,AZ,Southwest,,,Apache County_Arizona_Greer,34.01,-109.46,2547,May,#N/A,1981,#N/A,6.46,29.1,4.71,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
177,105,CBP_1_NY_ARIZ,2.94465736,0.276902846,Type3,rhomboidea,3.13,0.81,8.75,8.69,AZ,Southwest,cottonwood,cottonwood,Yavapai County_Arizona_Cottonwood,34.69,-111.05,1236,February,28,2010,0.741,5.81,-2.71,1.55,13.63,-1.33,6.15,18.51,2.71,10.61,16.79,3.5,10.15,0.2769,0.1778,0.2329
178,399,CBP_4_UGA_GEOR,2.613504186,0.275947377,Type3,rhomboidea,5.97,1.79,16.56,16.46,GA,Southeast,quitman,quitman2,"Quitman, Brooks County, Georgia",31.97,-83.56,57.9,April,17,1966,0,27,9.68,18.34,18.01,4.73,11.37,24.62,11.73,18.17,24.35,11.54,17.94,0.0349,0.0336,0.0357
179,263,CBP_2_HAR_OKLA,2.668437311,0.275262689,Type3,rhomboidea,5.04,1.88,1.74,17.3,OK,South,sulphur,sulphur,"Sulphur, Murray County, Oklahoma",34.51,-96.97,312,March,25,1936,0,22.78,7,14.89,15.77,2.34,9.06,22.54,9.75,16.15,24.42,10.18,17.3,0.0175,0.0317,0.0222
180,439,CBP_5_MARY_MARY,3.152829831,0.274852761,Type3,rhomboidea,3.95,1.28,12.49,12.18,MD,Northeast,reistertown,reistertown,Baltimore County_Maryland_Reistertown,39.47,-76.83,219,April,26,1980,1.96,10.456,-6.05,4.926,10.36,-0.45,4.96,17.73,6.5,12.12,17.81,6.99,12.4,0.0219,0.0364,0.0257
181,479,CBP_7_BALT_MARY,4.252879065,0.273773643,Type3,rhomboidea,3.78,0.78,9.24,9.09,MD,Northeast,townson,townson3,Baltimore County_Maryland_Towson,39.4,-76.57,151,April,29,1981,2.416,10.596,3.2,5.458,10.41,-1.01,4.7,18.92,6.83,12.87,18.58,6.96,12.77,0.0189,0.0222,0.0242
182,413,CBP_43_WIS_WIS,3.152210497,0.273641985,Type3,rhomboidea,3.95,1.2,11.1,10.8,WI,Upper_Midwest,albany,albany,"Albany, Green County, Wisconsin",42.71,-89.44,245,May,14,1965,0,28,10.09,19.04,3.7,-6.38,-1.34,3.7,-6.38,-1.34,3.7,-6.38,-1.34,0.0193,0.0193,0.0193
183,371,CBP_4_BALT_MARY,2.781799702,0.273433203,Type3,rhomboidea,8.07,2.98,22.68,22.59,MD,Northeast,owingmills,owingmills,Baltimore County_Maryland_Owing Mills,39.42,-76.78,152,June,23,1977,3.506,10.456,-2.6,5.098,15.29,2.8,9.04,17.48,5.51,11.5,19.77,8.67,14.22,0.021,0.027,0.0364
184,211,CBP_15_WIS_WIS,4.210071636,0.271346689,Type3,rhomboidea,4.21,0.68,11.16,10.79,WI,Upper_Midwest,wentbend,wentbend,"Went Bend, Waukesha County, Wisconsin",42.92,-88.47,969,May,10,1969,0.196,12.74,3.13,7.93,4.43,-5.47,-0.52,4.43,-5.47,-0.52,4.43,-5.47,-0.52,0.0156,0.0156,0.0156
185,203,CBP_14_CSCN_IDA,3.727371713,0.269870211,Type6,heteris,3.77,1.02,8.24,8.24,NE,Northern_Rockies_and_Plains,mullen,mullen2,Hooker County_Nebraska_Mullen,42.04,-101.05,979,May,29,1986,0.423,18.87,6.5,12.68,8.75,-4.05,2.35,14.83,1.01,7.92,16.41,2.21,9.31,0.0161,0.0165,0.0188
186,143,CBP_1_UWFP_ALA,2.976442831,0.269161808,Type3,rhomboidea,11.17,2.61,33.02,32.9,AL,Southeast,mobile,mobile2,"Mobile, Mobile County, Alabama",30.7,-88.04,3,January,15,2012,0,17.04,0.63,8.83,25.64,13.24,19.44,26.19,14.05,20.12,25.98,14.53,20.26,0.0324,0.0344,0.0501
187,23,CBP_1_COLO_OKLA,4.514628311,0.26913428,Type6,rhomboidea,5.86,1.32,14.82,14.68,OK,South,stillwater,stillwater,"Stillwater, Payne County, Oklahoma",36.12,-97.06,273,April,10,1940,1.728,19.18,11.28,15.23,12.92,-0.49,6.21,23.34,9.19,16.27,21.44,8.49,14.97,0.014,0.0186,0.0253
188,441,CBP_5_MOR_ILL,2.867136016,0.268756855,Type3,rhomboidea,8.4,2.95,28.95,28.25,IL,Ohio_Valley,dekalb,dekalb,"DeKalb, DeKalb County, Illinois",41.93,-88.76,268,May,10,1895,#N/A,#N/A,#N/A,#N/A,8.07,-2.81,2.63,14.66,3.32,8.99,18.16,6.23,12.19,0.0144,0.0202,0.021
189,308,CBP_27_WIS_WIS,2.869373801,0.268377413,Type3,rhomboidea,4.2,1.3,12.7,12.3,WI,Upper_Midwest,newlondon,newlondon2,"New London, Outagamie County, Wisconsin",44.33,-88.64,234,June,8,1955,0.54,12.53,4.44,8.49,24.59,11.96,18.28,24.59,11.96,18.28,24.59,11.96,18.28,0.0265,0.0265,0.0265
190,152,CBP_10_BRIT_Tex,4.339617325,0.268283181,Type3,rhomboidea,4.63,1.25,14.14,13.75,TX,South,Dallas,Dallas1,"Dallas, Texas",32.78,-96.81,128,March ,27,1973,0.278,26.03,9.72,17.88,16.26,4.89,10.58,24.7,12.59,18.65,24.29,12.73,18.51,0.0287,0.022,0.0354
191,425,CBP_5_BRY_UTAH,3.144018619,0.267869382,Type3,rhomboidea,3.77,1.21,11.56,11.33,UT,Southwest,provo,provo2,"Provo, Utah County, Utah",40.25,-111.65,301,April,21,1966,0,12.13,-2.21,4.96,8.04,-5.84,1.1,15.58,0.05,7.81,16.9,0.42,8.66,0.0148,0.0134,0.0109
192,22,CBP_1_COLO_OHIO,3.046689133,0.267312766,Type3,rhomboidea,3.36,1,9.47,9.2,OH,Ohio_Valley,oxford,oxford,"Oxford, Butler County, Ohio",39.48,-84.69,281,May,4,1958,1.53,22.48,11.71,17.1,8.29,-1.75,3.27,17.67,5.91,11.79,16.67,4.94,10.8,0.0247,0.0292,0.0301
193,274,CBP_2_NCU_GEOR,4.539883381,0.266187479,Type3,rhomboidea,4.87,1,13.03,12.85,GA,Southeast,cochran,cochran1,"Cochran, Bleckley County, Georgia",32.39,-83.35,104,March,25,1972,0.187,15.77,6.33,11.05,20.43,7.12,13.78,25.5,12.15,18.82,25.4,11.59,18.5,0.0349,0.0376,0.033
194,122,CBP_1_TENN_FLOR,2.665278658,0.265893099,Type3,rhomboidea,4.93,1.53,16.07,15.84,FL,Southeast,tallahassee,tallahassee5,"Tallahassee, Leon County, Florida",30.46,-84.25,61,March,14,1957,0.036,26.04,15.24,20.64,22.76,10.11,16.43,26.72,14.12,20.42,26.5,14.67,20.59,0.0138,0.028,0.0446
195,466,CBP_6_JMUH_VIR,2.625812559,0.265490096,Type3,rhomboidea,4.45,1.57,14.61,14.39,VI,Southeast,winchester,winchester4,"Winchester, Shenandoah County, Virginia",38.87,-78.58,301,May,5,2011,0.802,16.69,4.38,10.53,10.02,-1.34,4.34,18.83,6.39,12.61,18.76,6.81,12.79,0.0353,0.0302,0.0352
196,249,CBP_2_EIU_INDI,3.744623826,0.26515345,Type3,rhomboidea,8.77,1.96,21.09,21.02,IN,Ohio_Valley,rockville,rockville,"Rockville, Parke County, Indiana",39.76,-87.23,217,October,25,1980,1.029,12.78,1.42,7.18,27.42,13.96,20.69,17.24,5.24,11.24,16.93,5.05,10.99,0.0296,0.0261,0.0238
197,372,CBP_4_BRIT_OKLA,2.555554909,0.264052561,Type3,rhomboidea,4.68,1.74,15.26,14.79,OK,South,peggs,peggs,"Peggs, Mayes County, Oklahoma",36.08,-95.1,283,May,11,1958,0.094,27.38,9.44,18.41,13.33,1.63,7.48,21.02,8.92,14.97,21.17,8.97,15.07,0.0278,0.037,0.0299
198,248,CBP_2_EIU_ILL,2.709112071,0.263675609,Type3,rhomboidea,2.64,0.66,8.6,8.45,IL,Ohio_Valley,lacon,lacon,"Lacon, Marshall County, Illinois",41.02,-89.41,148,April,27,1981,0.025,28.89,10.9,19.86,8.11,-3.36,2.38,16.94,4.6,10.77,16.26,4.29,10.28,0.0191,0.0266,0.0296
199,149,CBP_1_WGC_WAS,3.71453206,0.262854963,Type3,rhomboidea,4.03,1.03,10.9,10.53,WA,Northwest,cheney,cheney,Spokane County_Washington_Cheney,47.49,-117.58,2300,April,15,1965,0.026,19.8,4.53,12.17,4.91,-3.23,0.84,14.49,2.33,8.41,15.64,3.26,9.45,0.0191,0.0133,0.0101
200,318,CBP_3_CAL_MICH,4.01738399,0.262796665,Type3,rhomboidea,6,1.1,16.38,16.15,MI,Upper_Midwest,Grand Rapids,Grand Rapids2,"Grand Rapids, Kent County, Michigan",42.93,-85.59,84,May,17,1965,0.02,17.46,7.46,12.46,5.28,-5.18,0.05,14.98,2.98,8.98,12.8,2.07,7.44,0.0258,0.0234,0.0271
201,18,CBP_1_CAL_WAS,4.636168367,0.262121031,Type3,rhomboidea,2.82,0.58,6.62,6.53,WA,Northwest,wallawalla,,Walla Walla County_Washington_Walla Walla,46.07,-118.29,381,March,21,1963,0,19.63,8.78,14.21,9.52,0.04,4.78,16.95,4.56,10.75,16.64,4.45,10.55,0.0188,0.0161,0.0126
202,359,CBP_30_WIS_WIS,4.308202293,0.260435593,Type3,rhomboidea,7.95,1.74,19.68,19.53,WI,Upper_Midwest,wausau,wausau,"Wausau, Marathon County, Wisconsin",45.04,-89.52,969,July,18,1961,0.021,27.87,14.25,21.06,13.68,0.65,7.16,13.68,0.65,7.16,13.68,0.65,7.16,0.0225,0.0225,0.0225
203,231,CBP_19_BRIT_Tex,4.348301653,0.260155777,Type3,rhomboidea,3.27,0.93,10.3,10.02,TX,South,Franklin,Franklin2,"Franklin, Texas",31.03,-96.49,137,February,20,1982,0,24.23,8.13,16.18,21.68,8.76,15.22,25.69,13.29,19.49,25.74,13.12,19.43,0.0249,0.027,0.0226
204,113,CBP_1_OCU_OKLA,2.97434816,0.259989663,Type3,rhomboidea,4.87,1.44,15.11,14.96,OK,South,oklahomacity,oklahomacity2,"Oklahoma CIty, Oklahoma County, Oklahoma",35.48,-97.51,365,March,30,1992,0,14.4,5.85,10.13,16.23,4.37,10.3,23.26,11.24,17.25,22.22,10.18,16.2,0.0233,0.03,0.0292
205,395,CBP_4_NY_UTAH,2.700004204,0.25940319,Type3,rhomboidea,3.55,0.79,12.19,12.11,UT,Southwest,pleasantgrove,pleasantgrove,"Pleasant Grove, Utah County, Utah",40.39,-111.76,1388.06,April,14,2005,0,12.98,-2.12,5.43,6.23,-4.05,1.09,14.5,2.24,8.37,14.61,2.2,8.41,0.028,0.0227,0.0227
206,388,CBP_4_HUNT_INDI,6.955632895,0.259191655,Type3,rhomboidea,6.19,0.81,12.85,12.83,IN,Ohio_Valley,huntington,huntington2,"Huntington, Huntington County, Indiana",40.88,-85.5,228,April,28,1946,0.038,15.39,-1.36,7.01,8.49,-2.38,3.05,16.38,4.57,10.47,18.29,5.29,11.79,0.0159,0.0268,0.022
207,228,CBP_18_BRIT_Tex,3.008115033,0.256984503,Type3,rhomboidea,13.96,2.95,1.15,1.22,TX,South,Arlington,Arlington5,"Arlington, Texas",32.74,-97.11,183,February ,22,1973,0.195,11.83,4.76,8.24,18.08,6.95,12.52,24.46,12.22,18.34,23.85,12.32,18.08,0.0253,0.0196,0.0311
208,419,CBP_49_WIS_WIS,4.892091666,0.25559906,Type3,rhomboidea,4.65,0.85,10.75,10.7,WI,Upper_Midwest,madison,madison6,"Madison, Dane County, Wisconsin",43.07,-89.4,258,June,16,1953,0,16.6,8.08,12.34,9.35,-0.65,4.35,9.35,-0.65,4.35,9.35,-0.65,4.35,0.0194,0.0194,0.0194
209,223,CBP_17_SAT_Tex,2.528103149,0.255358155,Type6,rhomboidea,31.38,6.32,3.34,3.38,TX,South,Eden,Eden,"Eden, Texas",31.21,-99.85,622,February ,10,2016,0,22.6,-2.02,10.29,22.66,7.25,14.96,25.55,11.16,18.35,25.7,11.88,18.79,0.0236,0.0267,0.0293
210,264,CBP_2_HAR_UTAH,4.587367598,0.255307445,Type3,rhomboidea,3.88,1,9.55,9.5,UT,Southwest,murray,murray,"Murray, Salt Lake County, Utah",40.67,-111.89,1311,May,25,1917,0,27.56,10.66,19.11,5.49,-7.34,-0.93,13.72,-0.86,6.43,15.1,0.4,7.75,0.0203,0.0158,0.015
211,407,CBP_4_VSC_GEOR,3.053097346,0.253972099,Type3,rhomboidea,4.97,1.03,14.94,14.78,GA,Southeast,quitman,quitman3,"Quitman, Brooks County, Georgia",31.97,-83.56,57.9,April,17,1966,0,27,9.68,18.34,18.01,4.73,11.37,24.62,11.73,18.17,24.35,11.54,17.94,0.0349,0.0336,0.0357
212,112,CBP_1_OBI_UTAH,4.600960824,0.253083061,Type6,rhomboidea,6.38,1.19,16.33,16.1,UT,Southwest,northlogan,northlogan1,"North Logan, Cache County, Utah",41.77,-111.8,1430,May,22,1964,0,25.28,9.33,17.31,4.86,-8,-1.57,14.83,-0.35,7.24,14.34,-0.98,6.68,0.0106,0.0119,0.0125
213,423,CBP_5_BRIT_Tex,3.156239236,0.251301959,Type1a2,rhomboidea,4.82,1.76,14.54,14.17,TX,South,Fannin,Fannin,"Fannin, Texas",28.7,-97.24,42,April ,5,1978,0,27.38,20.43,23.9,20.23,7.22,13.73,26.98,14.68,20.83,26.65,14.58,20.61,0.0142,0.0235,0.0238
214,101,CBP_1_NHMU_UTAH,2.965846781,0.251292746,Type3,rhomboidea,3.56,1.17,10.94,10.78,UT,Southwest,saltlakecity,saltlakecity2,"Salt Lake City, Salt Lake County, Utah",40.67,-112.09,1425.76,May,6,1995,0.773,12.7,2.14,7.42,8.41,-3.04,2.68,16.93,3,9.97,16.45,2.6,9.53,0.0297,0.022,0.0236
215,436,CBP_5_HUNT_INDI,4.885172983,0.250585331,Type3,rhomboidea,6.4,1.15,15.45,15.32,IN,Ohio_Valley,huntington,huntington3,"Huntington, Huntington County, Indiana",40.88,-85.5,228,June,26,1969,0,31.3,18.33,24.82,11.73,0.32,6.03,15.46,4.03,9.75,15.41,4.04,9.73,0.0285,0.0281,0.0277
216,34,CBP_1_EIU_INDI,3.359858644,0.249761407,Type3,rhomboidea,7.66,1.77,22.74,22.53,IN,Ohio_Valley,sulivan,sulivan,"Sullivan, Sullivan County, Indiana",39.05,-87.42,161,April,17,1974,0.261,15.55,0.65,8.1,9.82,-0.75,4.54,18.95,7.42,13.19,18.16,6.61,12.38,0.034,0.0339,0.0353
217,93,CBP_1_MUSK_MICH,2.526401491,0.248852188,Type3,rhomboidea,4.33,1.69,15.13,14.97,MI,Upper_Midwest,,,,#N/A,#N/A,#N/A,September,#N/A,1940,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
218,133,CBP_1_ULA_WIS,3.938825205,0.248761354,Type3,rhomboidea,2.14,0.51,5.8,5.66,WI,Upper_Midwest,madison,madison1,"Madison, Dane County, Wisconsin",43.05,-89.4,239,May,16,1978,0,16.6,8.08,12.34,2.65,-8.99,-3.17,2.65,-8.99,-3.17,2.65,-8.99,-3.17,0.0179,0.0179,0.0179
219,27,CBP_1_CSCN_UTAH,3.272077625,0.247921456,Type3,rhomboidea,4.22,1.24,12.46,12.29,UT,Southwest,eureka,eureka2,"Eureka, Toole County, Utah",40.02,-112.41,1813.97,May,24,1995,1.078,17.79,6.9,12.34,10.88,-2.46,4.21,18.86,3.4,11.13,18.41,2.12,10.27,0.018,0.014,0.012
220,324,CBP_3_FLAS_FLOR,3.391651394,0.247502508,Type3,rhomboidea,9.45,2.55,26.52,26.24,FL,Southeast,gainesville,gainesville2,"Gainesville, Alachua, Florida",29.65,-82.32,54,March,3,1979,0,26.95,12.8,20.43,23.37,8.73,16.05,27.83,13.95,20.89,26.72,13.76,20.24,0.0295,0.0401,0.0459
221,24,CBP_1_COLO_UTAH,3.876280864,0.247460597,Type3,rhomboidea,4.27,0.93,12.18,11.93,UT,Southwest,cache,cache,"Providence, Cache County, Utah",41.69,-111.8,1428.8,May,7,1967,0,19.31,4.8,12.05,6.22,-5.3,0.46,16.14,0.99,8.57,16.06,1.35,8.71,0.0173,0.0108,0.013
222,4,CBP_1_amich_MICH,5.561771613,0.246668664,Type1a2,rhomboidea,6.33,0.98,16.52,16.44,MI,Upper_Midwest,Hart,Hart," Hart, Oceana County, Michigan",43.57,-86.45,969,May,26,2003,0,21,7.12,14.06,6.13,-2.23,1.95,15.75,5.21,10.48,13.62,2.32,7.97,0.0247,0.0221,0.0216
223,110,CBP_1_NY_UTAH,2.961774455,0.2464822,Type3,rhomboidea,6.84,1.55,20.48,20.27,UT,Southwest,saltlakecity,saltlakecity3,"Salt Lake City, Salt Lake County, Utah",40.76,-111.89,1307.2,June,10,1880,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
224,281,CBP_2_OCU_OKLA,4.161441155,0.24561237,Type3,rhomboidea,3.35,0.76,8.78,8.61,OK,South,oklahomacity,oklahomacity3,"Oklahoma CIty, Oklahoma County, Oklahoma",35.48,-97.51,365,March,29,2001,0.029,10.28,3.6,6.94,11.87,0.99,6.43,20.78,8.78,14.78,22.09,9.95,16.02,0.0252,0.0261,0.0205
225,386,CBP_4_GMUF_VIR,2.903524292,0.245471781,Type1a2,rhomboidea,3.8,1.32,11.45,11.34,VI,Southeast,charoltesville,charoltesville2,"Charlottesville, Madison County, Virginia",38.28,-78.14,301,May,3,1978,0,19.54,4.24,11.89,8.85,-2.1,3.38,18.13,6.43,12.28,18.31,6.77,12.54,0.0333,0.0292,0.0306
226,303,CBP_22_WIS_WIS,3.590886023,0.244599822,Type3,rhomboidea,4.65,0.85,13.15,12.8,WI,Upper_Midwest,,,"Appleton, Outagamie County, Wisconsin",44.26,-88.42,241,May-July,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
227,442,CBP_5_NY_UTAH,3.164871945,0.243906056,Type3,rhomboidea,6.67,1.44,20.29,20.04,UT,Southwest,saltlakecity,saltlakecity4,"Salt Lake City, Salt Lake County, Utah",40.76,-111.82,1532.16,May,4,1995,0.074,18.3,2.16,10.23,8.33,-3.12,2.6,16.98,3.03,10,16.45,2.6,9.53,0.0293,0.0217,0.0236
228,452,CBP_5_VCU_VIR,4.186140043,0.243344241,Type3,rhomboidea,4.22,1.02,12.37,12.17,VI,Southeast,charoltesville,charoltesville1,"Charlotesville, Goochland County, Virginia",38.03,-78.51,149,April,29,1971,0,21.24,8.05,14.65,11.96,-0.77,5.59,19.84,6.84,13.34,19.14,6.8,12.97,0.0291,0.0266,0.0345
229,458,CBP_6_BRY_UTAH,2.87995987,0.2424161,Type3,rhomboidea,4.85,1.61,16.61,16.24,UT,Southwest,provo,provo3,"Provo, Utah County, Utah",40.25,-111.65,1368,April,28,1938,0,23.28,0.89,12.09,8.86,-4.01,2.42,17.29,1.83,9.56,16.23,1.21,8.72,0.0175,0.0144,0.0149
